,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,date,category_raw,category,complaint_category_raw
819,463614,177191,True,Fri Dec 01 02:50:19 +0000 2017,Hey @824 from 30k feet your internet is really slow! Lol #jeffsetting,463613,,2017-12-01,complaint,other,Other.
820,464485,225448,True,Fri Dec 01 03:42:29 +0000 2017,@delta sitting in first class on PIT to SFO right now for five hours with no food!!! 😱😱😲😲🤢😦😢😭👿👿😲,464484,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience
822,464491,225449,True,Fri Dec 01 03:18:05 +0000 2017,"On my @Delta flight from hong Kong to seattle, and some asshole stood up to announce, ""If anyone here doesn't like Donald Trump, they can get off the plane"". Oh boy. Should be an interesting flight. #TheResistance","464490,464492",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
829,465282,225678,True,Fri Dec 01 04:20:24 +0000 2017,Unbelievable! @Delta . We really like you. I've tweeted appreciation before. My wife just spent over an hour on the phone with one of your representatives who hung up on her after an hour and 15 minute call.  I listened to the whole thing and am appalled by how she was treated. https://t.co/WyOqQCG7Th,465281,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
832,466137,225906,True,Fri Dec 01 04:11:36 +0000 2017,"Same for me, abt 18 mo ago on @delta: a guy grabbed me while I was sleeping. flt attendants reluctantly moved him when I reported &amp; I was told he was a FF. They declined to give his name.  I filed a police report &amp; they declined to assist. Shame on them https://t.co/IlDOvqAO55","466135,466139,466140,466141,466142",,2017-12-01,complaint,flight attendant complaints,Flight Attendant Complaints
834,466147,225908,True,Fri Dec 01 04:38:45 +0000 2017,"@DELTA you've got to the point when being hours late for ""maintenance reasons"" isn't worth mentioning. Perhaps I won't notice.",466146,,2017-12-01,complaint,flight delays,Category: Flight Delays
838,490860,231931,True,Fri Dec 01 16:29:44 +0000 2017,"@Delta should take note, I couldn’t even call a flight attendant during my PDX to AMS flight on Tuesday because of inaccessible touch screen. https://t.co/mTAOlyq0Y2",490858,,2017-12-01,complaint,flight attendant complaints,Category: Flight Attendant Complaints
841,508966,236906,True,Fri Dec 01 21:45:11 +0000 2017,"No one asked for your opinion, @Delta https://t.co/nbhJuWLSUV",508965,,2017-12-01,complaint,other,Category: Other.
845,510612,237319,True,Fri Dec 01 22:40:29 +0000 2017,Hey @Delta why don’t all of my segments appear to count? I’m past 30 and only show 20 😬,510610,,2017-12-01,category: complaint,flight booking problems,Flight Booking Problems
846,510615,237320,True,Fri Dec 01 22:35:07 +0000 2017,Had an issue with a rule that I wanted explained.  Gate agents couldn’t. I was promised a Red Coat in the Sky Club.  Never showed up. I expect better from @Delta.  Reminded me of the old Northwest days,510614,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
848,510620,237322,True,Fri Dec 01 22:35:52 +0000 2017,"@Delta you really gotta work on your customer service game... 5 hour flight EWR to Salt Lake City - “limited” in flight WiFi, no outlets, team members with poor attitudes.. and the app is buggy/dysfunctional. What’s going on?",510618,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
852,510631,237327,True,Fri Dec 01 22:23:43 +0000 2017,2/3 of my last @Delta flight had to be rebooked due to delays. Now we’re delayed due to technical issues #sittingontherunway #flight1663,510630,,2017-12-01,complaint,flight delays,Category: Flight Delays
856,510647,237332,True,Fri Dec 01 22:16:27 +0000 2017,"@delta Be advised, sick passenger on board DL2923 to Atlanta. Vomiting and being treated by doctor. Issue started on ground on taxi, now we're in air - takeoff should have been canceled.",510646,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
861,511850,237684,True,Fri Dec 01 23:13:37 +0000 2017,@824 you guys need more people in Sydney for Sky Priority and Delta... line is NOT moving,"511848,511851",,2017-12-01,complaint,poor customer service,Poor Customer Service.
863,511855,237686,True,Fri Dec 01 23:08:02 +0000 2017,"@Delta paid an extra $50 per ticket so I can select my seats, yet the only seats available are exit row and delta comfort which cost extra. Nice scam you have going there.",511854,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
864,511857,237687,True,Fri Dec 01 23:05:28 +0000 2017,hey @Delta I was flying to england with my friend @220734  so see @23341  get dropped by @23342 but there was very rude staff,511856,,2017-12-01,complaint,poor customer service,Poor Customer Service.
865,508962,236904,True,Fri Dec 01 21:51:38 +0000 2017,@Delta about to lose a sky mike member,508961,,2017-12-01,complaint,other,Other.
866,508960,236903,True,Fri Dec 01 21:50:35 +0000 2017,"When @Delta delays 1 flight, causing you to miss another and then they send me to another airport where I missed that flight and will now arrive 4 hrs later than expected #eatingfeelings https://t.co/rCjXnWNUHB",508959,,2017-12-01,complaint,flight delays,Category: Flight Delays
867,508955,236901,True,Fri Dec 01 21:57:34 +0000 2017,"Instead of using the TSA approved locks, @Delta just goes ahead and breaks my suitcase zipper. How do you plan to fix that? https://t.co/JyuuF32yHh",508954,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
868,507505,236499,True,Fri Dec 01 21:26:23 +0000 2017,@Delta does no one proofread these ads? https://t.co/m7YB13DMVg,507504,,2017-12-01,complaint,other,Category: Other.
871,506141,189048,True,Fri Dec 01 20:32:51 +0000 2017,"@Delta literally still sitting on ground while a pilot and flight attendant argue over who is getting the “jump seat” @Delta that’s embarrassing - do your dirty laundry behind closed doors, before take scheduled take off DL1998 ATL to MIA",506140,,2017-12-01,complaint,flight attendant complaints,Flight Attendant Complaints
872,506146,236114,True,Fri Dec 01 20:47:28 +0000 2017,"made silver status. had worse service than before.bumped to Stand by on a flight., did not get an upgrade on the flight I’m in now but 5 empty seats in delta comfort.  Had a seat on a flight but again got bumped to standby - ended in last row with 30 min connection.  @delta",506145,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
873,506148,236115,True,Fri Dec 01 20:24:15 +0000 2017,@delta You made me gate check my roller board for my flight from Atlanta to West Palm Beach because you were “out of bin space”.  I’ve been sitting in my seat for over 10 minutes watching several other people board after me WITH roller boards! WTF?!,"506147,506149,506150",,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
875,506156,236117,True,Fri Dec 01 20:10:31 +0000 2017,@Delta wish I knew where my 3 bags are. Agent promised update hours ago. Wondering how much I’ll have to spend on clothes&amp;toiletries before meetings...what’s platinum for??,506155,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
878,507498,236497,True,Fri Dec 01 21:40:23 +0000 2017,"Well, @Delta gets the honor of my first tweet... apparently changing your name on your SkyMiles account is tougher than adopting a baby. And requires more paperwork, all of which I submitted 8wks ago... only to get hung up on during trx 2 a specialist. #notimpressed #its10letters","507497,507499",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
879,507502,236498,True,Fri Dec 01 21:28:17 +0000 2017,My @Delta flight from LGA to ATL is delayed because of a missing crew member. Unreal.,507500,,2017-12-01,complaint,flight delays,Category: Flight Delays.
880,507510,236500,True,Fri Dec 01 21:25:36 +0000 2017,"So frustrating...30 hours later, and I still don’t have my luggage. #fail Super disappointed with @Delta and partner @23083. No Change of clothes. Sigh","507509,507511",,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
881,508951,236900,True,Fri Dec 01 22:01:13 +0000 2017,@Delta Thanks for the poor customer service today.  Arrived 3 hrs early for int flight and bags still didn’t get on plane. Then tried to get earlier connection home and was told $75..pay for first class and get low class service.  Here’s to a 20 hr travel day!!!!,"508950,508952,508953",,2017-12-01,complaint,lost/damaged luggage,Category: Lost/Damaged Luggage and Poor Customer Service.
882,507513,236501,True,Fri Dec 01 21:18:24 +0000 2017,There’s this man in the SkyClub. Talking business. Quite loudly. Lots of expletives. Lots of ladies around. Gave him a tongue lashing with my eyes. @Delta #pottymouth,507512,,2017-12-01,complaint,flight attendant complaints,Flight Attendant Complaints
883,507515,236502,True,Fri Dec 01 21:16:23 +0000 2017,Thank you @Delta for breaking my brand new driver today 😡😡 https://t.co/xIPs4swlAR,507514,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
885,507519,236504,True,Fri Dec 01 20:52:39 +0000 2017,@824 how can a domestic upgrade cert be “incorrectly” applied? Was told others were accidentally upgraded ahead of me as a Diamond using a cert!,507518,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
887,507523,236506,True,Fri Dec 01 21:09:27 +0000 2017,"@Delta - got a phone message to call you back about a reservation I never made, uncovering $2k worth of fraudulent airline tickets purchased on my card. I've reported to my credit card company and closed the account. Thanks for the heads up! So glad for the phone call :)",507522,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
888,507526,236507,True,Fri Dec 01 21:11:31 +0000 2017,reminding everyone that @Delta still sucks,"507524,507527",,2017-12-01,complaint,other,Category: Other
890,507532,236511,True,Fri Dec 01 21:30:28 +0000 2017,Very disappointed in @Delta and the support I just received. Hopefully we can resolve this issue or I will no longer be flying with you.,507531,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
892,508949,236899,True,Fri Dec 01 21:55:52 +0000 2017,Hey @Delta for @122828 being your home base I wouldn’t expect them to treat a Gold Member like crap. Then tell me it’ll be an hour before I can talk to a red coat or supervisor.,508948,,2017-12-01,complaint,poor customer service,Poor Customer Service.
894,511862,237691,True,Fri Dec 01 23:02:53 +0000 2017,Are you kidding me?? Now I won't land until 1a.m.??? @Delta,511861,,2017-12-01,complaint,flight delays,Category: Flight Delays
896,1564741,483110,True,Fri Dec 01 02:40:07 +0000 2017,Reminder to my future self. Don’t try and do a day trip to LAX on @delta. Late out of SLC in the morning and then got work done early and couldn’t clear the standby list on 2 earlier flights back to SLC. I swear people were greasing the gate agent to jump higher on the list.,1564740,,2017-12-01,complaint,flight delays,Category: Flight Delays
897,1750851,260728,True,Fri Dec 01 02:55:10 +0000 2017,@Delta this is like ridiculous. Can’t ATL get less lazy help? https://t.co/JRPsPMVBXO,1750850,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service.
898,1750853,527594,True,Fri Dec 01 03:20:43 +0000 2017,Booked flights with @Delta via @178000 but can't order a gluten free meal ! Hellllp,1750852,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
903,514184,238385,True,Fri Dec 01 23:50:31 +0000 2017,Hey @delta; how do you miss scheduling a flight attendant?  2 hour delay in MPLS.  Flight 3283.,514183,,2017-12-01,complaint,flight delays,"Category: Flight Delays
Reason for complaint: Missed scheduling a flight attendant resulting in a 2-hour delay."
906,514191,238388,True,Fri Dec 01 23:55:01 +0000 2017,My son got gifted this today - it may catch on fire in this @Delta household! 😬 I must find a replacement! https://t.co/Qr1ljlx2Md,"514190,514192",,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
907,514194,229721,True,Fri Dec 01 23:58:50 +0000 2017,Yet another late delta filght is this really the best we can do @Delta,514193,,2017-12-01,complaint,flight delays,Category: Flight Delays
909,1750460,527523,True,Fri Dec 01 03:27:19 +0000 2017,Omg @Delta I just can’t with you any more. Every time I take this LGA-LEX dir flt I get screwed. Every time.,1750459,,2017-12-01,complaint,flight delays,Category: Flight Delays
911,1322851,428720,True,Fri Dec 01 09:33:02 +0000 2017,@Delta Just getting around to being able to acknowledge the traumatic experience we had at DTW on 11/25 with your airline.  #noannouncement https://t.co/kgui7otvAz,1322850,,2017-12-01,complaint,bad flight experience,Bad Flight Experience.
915,1334130,431228,True,Fri Dec 01 02:04:42 +0000 2017,Hey @824 are luggage is on the belt but not moving. It’s been 15 minutes at LAX. Help!! https://t.co/ic9icT2HM9,1334129,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
917,515518,238758,True,Fri Dec 01 23:53:08 +0000 2017,"Dear @Delta, no wifi on this flight (for the third time!?) and now no seat power.... Please fix your aircraft on the SFO to SEA leg!",515516,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
918,516815,239133,True,Fri Dec 01 18:33:20 +0000 2017,"@Delta DL201 JNB to ATL 11/25/2017 - stayed on tarmac for 4+ hours. Extraordinarily bad. No apologies, nothing.. very disappointing! @239134",516813,,2017-12-01,complaint,flight delays,Category: Flight Delays
919,516831,239137,True,Fri Dec 01 17:31:31 +0000 2017,"@Delta My mom Traveled with Delta on 28th November from Detroit to Bangalore. Baggage was torn and 5 items stolen. Not first time, baggage delay during onward  and couple of Items missing when she got her bag. Passenger name:Pushpalatha Shanaboganhally KAlappa #donotflywithdelta https://t.co/yxGqPTDtuy",516830,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
920,2936954,811896,True,Fri Dec 01 22:33:54 +0000 2017,Hello @Delta me and my friend @220734 left our laptops on your airplane,"2936953,2936955,2936956,2936957",,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
923,511866,237693,True,Fri Dec 01 23:00:05 +0000 2017,"@Delta Hey me and my dad @21295 left our dogs, London and Paris on the plane. Please help :(",511865,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
925,511873,237695,True,Fri Dec 01 22:59:32 +0000 2017,@Delta Me and my friend @23343 lost our belongings on our flight.,511872,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
931,511886,237700,True,Fri Dec 01 22:33:29 +0000 2017,@Delta I flew Virgin Australia in August. I cannot get the boarding pass bc Virigin doesnt have it. I have ticket number and itinerary - how do i get the MQDs?  Your customer service phone number has been awful.,511885,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
933,513080,237324,True,Fri Dec 01 23:30:04 +0000 2017,I definitely jinxed my flight. Take off time 5:12. Current time 5:28 and pilot just said it would be another 10+ minutes..... @Delta every single time. I love sitting on planes waiting to depart. #idratherbeintheterminal 😡,513079,,2017-12-01,complaint,flight delays,Category: Flight Delays
935,513085,238052,True,Fri Dec 01 23:32:58 +0000 2017,Hey @Delta  we love sitting on the ramp for 20 minutes at ATL. Flight 38,513083,,2017-12-01,complaint,flight delays,Category: Flight Delays
936,513098,238054,True,Fri Dec 01 23:44:30 +0000 2017,"Flight was already late, so @delta decides to sit on the runway for 30 minutes. Then the app sends me to the wrong gate for my connection, ensuring I miss it. Thanks for ruining my one day home. #fuckdelta",513094,,2017-12-01,complaint,flight delays,"Categories: Flight Delays, Flight Booking Problems, Poor Customer Service."
939,513103,238056,True,Fri Dec 01 23:25:33 +0000 2017,@Delta @171607 flight delay and no one has a clue on what’s happening @delta amazing !!!,513102,,2017-12-01,complaint,flight delays,Category: Flight Delays
940,513119,238058,True,Fri Dec 01 23:21:40 +0000 2017,"Is it just me, or does @Delta no refund policy for Basic Economy make no sense?? If they offer some refund, I have an incentive to cancel my flight. If not, I don't cancel, and they fly with an empty seat. Seems like a lose-lose situation to me. #flights #flying #travel","513118,513120",,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
941,513122,238059,True,Fri Dec 01 23:24:23 +0000 2017,@Delta one of your baggage boys just thru my production laptop.,513121,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
943,513126,238062,True,Fri Dec 01 23:17:24 +0000 2017,"Hey @Delta ! I believe I have to change name, cos every time I am only having issues. Lolz
Enough space in cabin for baggage but only my bag checked in 🤪🤪. Now hv to wait extra minutes at arrival. Thank u for the service",513125,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
945,513130,238064,True,Fri Dec 01 16:24:26 +0000 2017,So frustrating trying to book a flight for my dad who has a service dog. Delta airlines manager asked me 4 different times if he really was a service dog. He flys this airline at least once a month if not more with the dog. Think I will contact ADA today. @Delta,513129,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
946,513132,238065,True,Fri Dec 01 23:15:14 +0000 2017,@delta flt 1609 MSP to DEN. WIFI out and plane hot! You have us captive and your WIFI is overpriced and out of service more than it should be!!!,513131,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
949,506133,236110,True,Fri Dec 01 21:02:36 +0000 2017,@Delta your company sucks.  U overbook and r always late!,506131,,2017-12-01,complaint,flight delays,"Categories: Flight Delays, Poor Customer Service."
953,494358,232878,True,Fri Dec 01 17:35:27 +0000 2017,"Disappointed with @116450. Offered them an opportunity to make right. No go. Bye bye @116450. Hello @Delta. 
KMM48801879V44694L0KM","494356,494360",,2017-12-01,complaint,flight booking problems,Flight Booking Problems.
954,494362,232879,True,Fri Dec 01 17:34:07 +0000 2017,@Delta really disappointed in all of the delays but I appreciate Bryan West at GSP for trying to help!,"494361,494363",,2017-12-01,complaint,flight delays,Category: Flight Delays
956,494369,232881,True,Fri Dec 01 17:30:14 +0000 2017,"@Delta Please fix the monitor for seat 29A, DL2345 (11-30-17). Very aggravating to spend $747 &amp; get a malfunctioning monitor, especially on a long flight.

Also, fix intercom when pilot talks. Could barely hear or understand a word of what he said. Not good in case of emergency.",494367,,2017-12-01,complaint,bad flight experience,Bad Flight Experience
963,496207,232871,True,Fri Dec 01 18:18:09 +0000 2017,50 mins on the runway @124202 awaited takeoff. After a 2 hour flight delay. What’s going on @delta????,496206,,2017-12-01,complaint,flight delays,Category: Flight Delays
965,494353,232876,True,Fri Dec 01 17:39:09 +0000 2017,"@Delta you delayed my flight from SBN to MIA due 2 “tech” issue, but gave me an upgrade to FIRST. Please get your ✈️ checked!!",494351,,2017-12-01,complaint,flight delays,Category: Flight Delays
966,496219,233367,True,Fri Dec 01 18:09:37 +0000 2017,"Another day, another flight out of LAX, and another opportunity to experience the objectively inferior new @Delta terminals (2&amp;3). SkyClubs are tiny and crowded.

Still a largely happy @Delta Medallion member, but wish they hadn’t made the move out of Terminal 5.","496218,496220",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
967,496224,233368,True,Fri Dec 01 17:51:53 +0000 2017,Hey @Delta your buy up status program is broken. I have 51k MQMs but I'm only $1000 off of Silver MQD but the system is broken and thinks I want to buy up to Platinum when I only want to buy up to Silver. Any help? https://t.co/uXgcm27Qk2,496223,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
968,496226,233369,True,Fri Dec 01 18:07:19 +0000 2017,@Delta how are they going to leave an empty seat when I’m first on the upgrade list? DL2373. That’s shady. Lol,496225,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
969,496228,207681,True,Fri Dec 01 18:09:10 +0000 2017,@Delta My flight from SLC to ATL just went delayed jeopardizing my connection to SAV. The captain didn't seem optimistic. Are there any other routings from SLC available?,496227,,2017-12-01,complaint,flight delays,Category: Flight Delays
976,497805,233815,True,Fri Dec 01 14:31:28 +0000 2017,". @Delta On Monday, you ruined my checked bag (wedding gift). I got grease on clothes, in car &amp; in house. Office in DTW only offered inferior replacement suitcase. Can't replace the value of a wedding gift with lame substitute. Can't you do better for a silver medallion? https://t.co/lBIYhIwkIE",497803,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
977,494355,232877,True,Fri Dec 01 17:35:29 +0000 2017,@Delta How about a little more leg room for tall people. I’m 6’6 and I’m literally squashed in your seats. No other seating available. #cantmove https://t.co/4tCJ4Hbqyq,494354,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
980,492523,232402,True,Fri Dec 01 16:59:27 +0000 2017,"@Delta how is it I am at the gate and cannot get on my flight but I can watch my bag get loaded onto the plane? Thanks, I am now going to miss my daughter’s first Christmas Party. Best Service 👎🏽",492522,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
984,490877,231936,True,Fri Dec 01 16:22:05 +0000 2017,@Delta why did I just have 2 check my bag when I called delta last night regarding the carry on policy w/my dog? I was told dog + bag + personal item (just to confirm there was a 1.5 hr wait lines were busy #iamfurious #inevercheck,490876,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
985,490881,231937,True,Fri Dec 01 16:25:21 +0000 2017,"@Delta informed me I could take my large bags on a flight from Mexico City to London. Due to an imbargo which I was not informed of, I am held at the airport with 3 large packages which they are not allowing me to fly with. I need this resolved now. Contact attendant Diana, MX ci",490878,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
987,492501,232396,True,Fri Dec 01 17:21:45 +0000 2017,They blaming it on the weather but why did it take TWO HOURS to fill the gas tank in Ontario? @Delta,492499,,2017-12-01,complaint,flight delays,Category: Flight Delays
988,492505,232397,True,Fri Dec 01 17:15:58 +0000 2017,Nice @Delta - kicking off paying passengers from fully booked flight to let crew members on,"492504,492506",,2017-12-01,complaint,flight delays,Flight Delays
998,492548,232409,True,Fri Dec 01 17:02:26 +0000 2017,"@Delta - frustrated. Last week, moving up to a comfort seat from an unassigned seat was allowed, now it’s not.",492547,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1002,494330,232871,True,Fri Dec 01 17:35:37 +0000 2017,I need a drink. I do not like small planes. @Delta #veryclaustrophobic,494328,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1004,494340,232873,True,Fri Dec 01 17:32:24 +0000 2017,"@Delta Hey there. Had an issue with a flight I took recently - toilets went out during the flight (???), flight attendant said I wasn't allowed to recline my seat (economy comfort longhaul), was told business class wasn't avail then they sold it to someone else + more",494338,,2017-12-01,complaint,bad flight experience,"Categories: Bad Flight Experience, Flight Attendant Complaints, Flight Booking Problems."
1006,497819,233817,True,Fri Dec 01 18:47:39 +0000 2017,"It's never a good sign when you check in 24 hours before your flight and still don't have a seat assignment &amp; can't access your boarding pass... @Delta, why do I feel like you're about to do me dirty?",497818,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1007,506120,189112,True,Fri Dec 01 20:50:09 +0000 2017,Hey @Delta I got upgraded to Comfort on my flight tomorrow but it’s a middle seat...I can’t do a 4 hour flight in the middle. Any help?,506118,,2017-12-01,category: complaint,flight booking problems,Category: Flight Booking Problems.
1008,504391,235609,True,Fri Dec 01 20:02:02 +0000 2017,"@Delta Glad you have that call back feature - when you said my wait would be more than 2 hours last Sunday, you were right! I’m up to 121 hours and 19 min. My arm would be exhausted if I was still on hold. 😳",504390,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
1013,504376,235604,True,Fri Dec 01 19:42:33 +0000 2017,".@Delta Not trying to whine or complain but we’ve been awake for 30 hours, traveling for 12, with a 10 month old baby. Now, 2 hours from home we are told we need a separate ticket for our infant in arms (who is listed on b. pass)... supposedly a new rule? No trouble 2 hrs ago.",504375,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1015,504381,235605,True,Fri Dec 01 20:09:00 +0000 2017,@Delta shame on you in changing everyones seats and having my 15yrs old son 18 rows behind me.,504380,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1020,504394,235610,True,Fri Dec 01 19:52:56 +0000 2017,Hey @delta I'm seriously in love with you- but you have GOT to figure out your in-flight wifi @4788 is the MOST expensive and the LEAST Reliable. $40 for service that is pretty much unusable is not acceptable.  Case-in-point this is my 5th attempt at sending this tweet.,"504392,504396,504397,504398,504399,504400,504401",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1022,504403,235612,True,Fri Dec 01 19:56:24 +0000 2017,@Delta taking an early morning flight from Cancun to JFK. This wraps up my 2017 incredible experience with Delta as Platinum status holder.   knacked me down to Gold for 2018... so sad.,504402,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
1024,504407,235614,True,Fri Dec 01 19:56:48 +0000 2017,Thank you for delaying my dad’s flight and thank you for losing his bags. @Delta @12695 FAN-FUCKING-TASTIC.,504406,,2017-12-01,complaint,flight delays,"Reason for complaint: Flight Delays and Lost/Damaged Luggage
Category: Flight Delays, Lost/Damaged Luggage"
1026,504411,235616,True,Fri Dec 01 19:42:50 +0000 2017,First world problem. @delta is leaving Marine Terminal at LGA for the worst terminal in America.  Makes no sense.,504410,,2017-12-01,complaint,,Category: Flight Experience Complaints.
1027,504413,235617,True,Fri Dec 01 19:56:59 +0000 2017,"@Delta    How do you treat your. Customers? My friend had a disastrous. Experience with you , not right.   Treat your customers with respect and consideration! That is all",504412,,2017-12-01,complaint,bad flight experience,Bad Flight Experience
1031,504437,235627,True,Fri Dec 01 20:45:29 +0000 2017,Worst experience with @AmericanAir. @Delta...I will never take a chance on another airline again. #deltawins,"504436,504438,504439,504440",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1032,504545,235658,True,Fri Dec 01 20:51:18 +0000 2017,Certainly not what I expect from an airline that I fly EVERY week and I was told “you’re only a Silver member”. When I’m literally 3 segments away from gold and all of those flights are already booked. @Delta. Maybe @SouthwestAir would really appreciate my business.,"504544,504546,504547",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1034,502751,235128,True,Fri Dec 01 19:25:28 +0000 2017,@delta not sure this seat configuration on the 737-900er could get any tighter. At least I hope not... #tallpeoplearepeopletoo https://t.co/9b49NwkuBW,502750,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1036,499371,234254,True,Fri Dec 01 18:55:38 +0000 2017,"@Delta I had over 66k miles before redeeming 54k, and now I somehow only have 2k. And also just paid for a 2200 mike flight that isn’t deposited in my miles. What gives?","499370,499372",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1037,497826,233819,True,Fri Dec 01 18:46:56 +0000 2017,@Delta thanks for inexplicably removing me from the Comfort+ upgrade list on DL2384 🙄,497825,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1038,497828,233820,True,Fri Dec 01 18:42:03 +0000 2017,Really @Delta ??? Thanks for a “great” flight. #disappointed #bored https://t.co/oaj3J7F0Wt,497827,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1042,497847,233826,True,Fri Dec 01 18:33:24 +0000 2017,Nothing better than a @Delta flight attendant spilling coffee all over you on an international flight. Covered in coffee stains and smell like coffee. Only 5 hours until I can change. #EpicFail,497845,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1043,497849,233827,True,Fri Dec 01 18:28:54 +0000 2017,"Pretty disappointed w @Delta right now. Nice people on the phone, but no way to help me to swap a rewards ticket with another fare I paid for so I can earn MQMs. C’mon guys. This is an easy - and fair - request.",497848,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
1044,497851,210424,True,Fri Dec 01 18:29:09 +0000 2017,"I just spent 30 mins waiting to speak with a @Delta representative who was so rude. I’m not looking forward to this flight experience. Never again, and if work requires me to fly delta, nope, not going on that work trip.","497850,497852",,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
1047,499365,234253,True,Fri Dec 01 19:11:37 +0000 2017,"Hey @Delta ... got a major delayed flight, trying to find new options. These don’t work. #SLC https://t.co/U4NbDe26gW",499364,,2017-12-01,complaint,flight delays,Category: Flight Delays
1049,502740,235127,True,Fri Dec 01 19:25:09 +0000 2017,Hey @126402 did @Delta just release this year's elevate program and increase prices dramatically over last year making you buy a bundle??? Thought 5k MQMs were approx $650 last year,502739,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
1051,499378,234257,True,Fri Dec 01 19:04:39 +0000 2017,@Delta did you shrink your seats?! What the hell!,499377,,2017-12-01,complaint,bad flight experience,Bad Flight Experience
1052,499381,234258,True,Fri Dec 01 19:04:42 +0000 2017,@delta Broken entertainment system on a 15 hour flight front Johannesburg to Atlanta and you're just trying to figure it out before takeoff? You should've figured this out hours before. #epicfail,499379,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
1055,499394,234263,True,Fri Dec 01 18:53:18 +0000 2017,@Delta my plane started boarding for its flight to Boston. I’m still on a airplane in a que to get a gate at SEATAC to transfer. What is going on?,499393,,2017-12-01,complaint,flight delays,Category: Flight Delays
